latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
49.75,-73.25,0.7735000000000001,1.0,1.0,0.016,1.0
49.75,-72.75,0.80295,1.0,1.0,0.008,1.0
49.75,-72.25,0.8653500000000001,1.0,1.0,0.398,1.0
49.75,-71.75,0.7777999999999999,1.0,1.0,0.008,1.0
49.75,-71.25,0.85,0.992,1.0,0.26,1.0
49.75,-70.75,0.80885,1.0,1.0,0.071,1.0
49.75,-70.25,0.7602499999999999,1.0,1.0,0.201,1.0
49.75,-69.75,0.7118,1.0,1.0,0.0,1.0
49.75,-69.25,0.7885,0.992,1.0,0.071,1.0
49.75,-68.75,0.8214500000000001,1.0,1.0,0.0,1.0
49.75,-68.25,0.8313,0.994,1.0,0.236,1.0
49.75,-67.75,0.8364499999999999,1.0,1.0,0.0,1.0
49.75,-67.25,0.79665,0.994,1.0,0.0,1.0
49.75,-66.75,0.7039500000000001,0.9664999999999999,1.0,0.0,1.0
49.75,-66.25,0.6242000000000001,0.815,1.0,0.0,1.0
49.75,-65.75,0.71795,1.0,1.0,0.0,1.0
49.75,-65.25,0.76375,1.0,1.0,0.0,1.0
49.75,-64.75,0.77715,1.0,1.0,0.0,1.0
49.75,-64.25,0.7211000000000001,1.0,1.0,0.0,1.0
49.25,-127.75,0.73995,1.0,1.0,0.0,1.0
49.25,-127.25,0.63575,0.994,1.0,0.0,1.0
49.25,-126.75,0.6677000000000001,1.0,1.0,0.0,1.0
49.25,-126.25,0.68015,1.0,1.0,0.0,1.0
49.25,-125.75,0.76075,1.0,1.0,0.0,1.0
49.25,-125.25,0.7726499999999998,0.998,1.0,0.059,1.0
49.25,-124.75,0.76665,0.992,1.0,0.0,1.0
49.25,-124.25,0.6306999999999999,0.955,1.0,0.0,1.0
49.25,-123.75,0.64865,0.9215,1.0,0.0,1.0
49.25,-123.25,0.67655,0.9390000000000001,1.0,0.0,1.0
49.25,-122.75,0.72765,1.0,1.0,0.0,1.0
49.25,-122.25,0.8169000000000001,1.0,1.0,0.004,1.0
49.25,-121.75,0.8289500000000001,1.0,1.0,0.0,1.0
49.25,-121.25,0.8936999999999999,1.0,1.0,0.122,1.0
49.25,-120.75,0.8501999999999998,0.99,0.8,0.087,1.0
49.25,-120.25,0.8699,0.996,1.0,0.177,1.0
49.25,-119.75,0.7568499999999998,0.931,1.0,0.063,1.0
49.25,-119.25,0.8214500000000001,0.996,1.0,0.358,1.0
49.25,-118.75,0.80425,0.8975,0.8,0.295,1.0
49.25,-118.25,0.80275,0.9764999999999999,1.0,0.268,1.0
49.25,-117.75,0.7443,0.9095,1.0,0.071,1.0
49.25,-117.25,0.8093,0.9744999999999999,1.0,0.102,1.0
49.25,-116.75,0.7667999999999999,0.947,1.0,0.122,1.0
49.25,-116.25,0.7866500000000001,0.9450000000000001,1.0,0.173,1.0
49.25,-115.75,0.67555,0.744,0.4,0.063,1.0
49.25,-115.25,0.65565,0.88,0.8,0.0,1.0
49.25,-114.75,0.8236000000000001,0.986,1.0,0.118,1.0
49.25,-114.25,0.7817500000000001,0.9450000000000001,1.0,0.189,1.0
49.25,-113.75,0.6436,0.6990000000000001,1.0,0.0,1.0
49.25,-113.25,0.68205,0.8265,0.8,0.0,1.0
49.25,-112.75,0.6820999999999999,0.75,0.6000000000000001,0.0,1.0
49.25,-112.25,0.73465,0.9035,0.8,0.0,1.0
49.25,-111.75,0.7631,0.9664999999999999,1.0,0.0,1.0
49.25,-111.25,0.758,0.925,1.0,0.0,1.0
49.25,-110.75,0.7220500000000001,0.9135,0.8,0.0,1.0
49.25,-110.25,0.6152499999999999,0.8959999999999999,0.0,0.0,1.0
49.25,-109.75,0.5992499999999998,0.8525,1.0,0.0,1.0
49.25,-109.25,0.5931,0.7244999999999999,1.0,0.0,1.0
49.25,-108.75,0.5232500000000001,0.51,0.0,0.0,1.0
49.25,-108.25,0.60405,0.673,0.6000000000000001,0.0,1.0
49.25,-107.75,0.50865,0.478,0.2,0.0,1.0
49.25,-107.25,0.57975,0.7204999999999999,0.0,0.0,1.0
49.25,-106.75,0.6344,0.819,1.0,0.0,1.0
49.25,-106.25,0.7788,0.953,1.0,0.0,1.0
49.25,-105.75,0.66915,0.8485,1.0,0.0,1.0
49.25,-105.25,0.6524000000000001,0.823,1.0,0.0,1.0
49.25,-104.75,0.49035,0.431,0.0,0.0,1.0
49.25,-104.25,0.47570000000000007,0.36050000000000004,0.0,0.0,1.0
49.25,-103.75,0.5166999999999999,0.5609999999999999,0.0,0.0,1.0
49.25,-103.25,0.4395999999999999,0.2245,0.0,0.0,1.0
49.25,-102.75,0.6036999999999999,0.8545,0.0,0.0,1.0
49.25,-102.25,0.5959000000000001,0.8325,0.0,0.0,1.0
49.25,-101.75,0.62315,0.797,1.0,0.0,1.0
49.25,-101.25,0.63665,0.9235,1.0,0.0,1.0
49.25,-100.75,0.64235,0.9095,1.0,0.0,1.0
49.25,-100.25,0.6377499999999999,0.7105,1.0,0.0,1.0
49.25,-99.75,0.5807,0.852,1.0,0.0,1.0
49.25,-99.25,0.7055,0.9450000000000001,1.0,0.0,1.0
49.25,-98.75,0.662,0.8345,1.0,0.0,1.0
49.25,-98.25,0.6685000000000001,0.9545,1.0,0.0,1.0
49.25,-97.75,0.7646499999999999,0.941,1.0,0.0,1.0
49.25,-97.25,0.72025,0.868,1.0,0.004,1.0
49.25,-96.75,0.6918,0.9824999999999999,1.0,0.0,1.0
49.25,-96.25,0.764,0.874,1.0,0.0,1.0
49.25,-95.75,0.74965,0.8895,1.0,0.0,1.0
49.25,-95.25,0.77205,0.9804999999999999,1.0,0.0,1.0
49.25,-94.75,0.7161500000000001,0.951,1.0,0.0,1.0
49.25,-94.25,0.7941,1.0,1.0,0.039,1.0
49.25,-93.75,0.8057000000000001,0.982,1.0,0.016,1.0
49.25,-93.25,0.8246499999999999,0.9784999999999999,1.0,0.004,1.0
49.25,-92.75,0.75335,0.996,1.0,0.039,1.0
49.25,-92.25,0.7551000000000001,1.0,1.0,0.0,1.0
49.25,-91.75,0.8061,0.996,1.0,0.016,1.0
49.25,-91.25,0.8073,1.0,1.0,0.004,1.0
49.25,-90.75,0.74915,0.998,1.0,0.0,1.0
49.25,-90.25,0.7196499999999999,0.984,1.0,0.0,1.0
49.25,-89.75,0.7369999999999999,0.9235,1.0,0.012,1.0
49.25,-89.25,0.79845,0.9095,1.0,0.26,1.0
49.25,-88.75,0.6780999999999999,0.756,1.0,0.0,1.0
49.25,-88.25,0.6915,0.8480000000000001,1.0,0.0,1.0
49.25,-87.75,0.67205,0.8545,1.0,0.0,1.0
49.25,-87.25,0.7454000000000001,0.9465,1.0,0.043,1.0
49.25,-86.75,0.8487500000000001,0.984,1.0,0.047,1.0
49.25,-86.25,0.7443,0.8919999999999999,1.0,0.0,1.0
49.25,-85.75,0.7411,0.9784999999999999,1.0,0.0,1.0
49.25,-85.25,0.7972,0.9490000000000001,1.0,0.0,1.0
49.25,-84.75,0.83525,1.0,1.0,0.0,1.0
49.25,-84.25,0.8241999999999999,1.0,1.0,0.0,1.0
49.25,-83.75,0.8521500000000002,1.0,1.0,0.043,1.0
49.25,-83.25,0.8728000000000001,1.0,1.0,0.0,1.0
49.25,-82.75,0.8795,1.0,1.0,0.0,1.0
49.25,-82.25,0.8493999999999999,1.0,1.0,0.0,1.0
49.25,-81.75,0.8408999999999999,1.0,1.0,0.0,1.0
49.25,-81.25,0.83435,1.0,1.0,0.008,1.0
49.25,-80.75,0.8181499999999999,1.0,1.0,0.055,1.0
49.25,-80.25,0.8193999999999999,1.0,1.0,0.047,1.0
49.25,-79.75,0.7443,1.0,1.0,0.0,1.0
49.25,-79.25,0.7478,1.0,1.0,0.0,1.0
49.25,-78.75,0.75075,1.0,1.0,0.024,1.0
49.25,-78.25,0.7455,1.0,1.0,0.0,1.0
49.25,-77.75,0.7177,1.0,1.0,0.008,1.0
49.25,-77.25,0.80475,1.0,1.0,0.0,1.0
49.25,-76.75,0.8078999999999998,1.0,1.0,0.126,1.0
49.25,-76.25,0.85985,1.0,1.0,0.177,1.0
49.25,-75.75,0.8301000000000001,1.0,1.0,0.0,1.0
49.25,-75.25,0.74765,1.0,1.0,0.0,1.0
49.25,-74.75,0.8459,1.0,1.0,0.0,1.0
49.25,-74.25,0.7828999999999999,1.0,1.0,0.055,1.0
49.25,-73.75,0.8275,1.0,1.0,0.0,1.0
49.25,-73.25,0.8850000000000001,1.0,1.0,0.26,1.0
49.25,-72.75,0.8903500000000001,1.0,1.0,0.02,1.0
49.25,-72.25,0.89765,1.0,1.0,0.248,1.0
49.25,-71.75,0.8614,1.0,1.0,0.122,1.0
49.25,-71.25,0.81355,1.0,1.0,0.031,1.0
49.25,-70.75,0.7892,1.0,1.0,0.0,1.0
49.25,-70.25,0.8491500000000001,0.994,1.0,0.142,1.0
49.25,-69.75,0.8128,0.982,1.0,0.205,1.0
49.25,-69.25,0.7031,0.974,1.0,0.0,1.0
49.25,-68.75,0.7497999999999999,0.994,1.0,0.0,1.0
49.25,-68.25,0.8039999999999999,0.9824999999999999,1.0,0.138,1.0
49.25,-67.75,0.8393499999999999,1.0,1.0,0.012,1.0
49.25,-67.25,0.7846,0.9625,1.0,0.051,1.0
49.25,-66.75,0.80495,1.0,1.0,0.0,1.0
49.25,-66.25,0.8576500000000001,1.0,1.0,0.0,1.0
49.25,-65.75,0.74725,1.0,1.0,0.11,1.0
49.25,-65.25,0.8231999999999999,1.0,1.0,0.114,1.0
49.25,-64.75,0.8384,1.0,1.0,0.0,1.0
49.25,-64.25,0.82955,0.998,1.0,0.0,1.0
48.75,-127.75,0.7754,0.99,1.0,0.0,1.0
48.75,-127.25,0.67995,0.9095,1.0,0.0,1.0
48.75,-126.75,0.7253999999999999,1.0,1.0,0.0,1.0
48.75,-126.25,0.68195,1.0,1.0,0.0,1.0
48.75,-125.75,0.7269500000000001,1.0,1.0,0.0,1.0
48.75,-125.25,0.6952999999999999,1.0,1.0,0.0,1.0
48.75,-124.75,0.7587,1.0,1.0,0.0,1.0
48.75,-124.25,0.7255999999999999,0.9195,1.0,0.0,1.0
48.75,-123.75,0.7088500000000001,1.0,1.0,0.0,1.0
48.75,-123.25,0.62205,0.9744999999999999,1.0,0.024,1.0
48.75,-122.75,0.66825,1.0,1.0,0.0,1.0
48.75,-122.25,0.78915,1.0,1.0,0.0,1.0
48.75,-121.75,0.8858,1.0,1.0,0.102,1.0
48.75,-121.25,0.8493499999999999,0.986,1.0,0.146,1.0
48.75,-120.75,0.82485,1.0,1.0,0.094,1.0
48.75,-120.25,0.8968499999999999,1.0,1.0,0.008,1.0
48.75,-119.75,0.8118500000000001,0.915,1.0,0.268,1.0
48.75,-119.25,0.64315,0.7855000000000001,1.0,0.0,1.0
48.75,-118.75,0.7386,0.892,1.0,0.091,1.0
48.75,-118.25,0.82305,0.878,1.0,0.098,1.0
48.75,-117.75,0.6335,0.6655,1.0,0.0,1.0
48.75,-117.25,0.7314999999999999,0.823,1.0,0.004,1.0
48.75,-116.75,0.8210999999999998,0.9764999999999999,0.8,0.063,1.0
48.75,-116.25,0.69925,0.823,1.0,0.0,1.0
48.75,-115.75,0.7143499999999999,0.801,1.0,0.122,1.0
48.75,-115.25,0.73015,0.88,0.8,0.193,1.0
48.75,-114.75,0.8516499999999999,0.9410000000000001,0.8,0.071,1.0
48.75,-114.25,0.796,0.967,0.8,0.0,1.0
48.75,-113.75,0.8411500000000001,1.0,1.0,0.075,1.0
48.75,-113.25,0.7498,0.9095,1.0,0.0,1.0
48.75,-112.75,0.7334999999999999,0.7775000000000001,1.0,0.0,1.0
48.75,-112.25,0.6754,0.9644999999999999,1.0,0.0,1.0
48.75,-111.75,0.6592,0.866,1.0,0.0,1.0
48.75,-111.25,0.7793,0.992,1.0,0.0,1.0
48.75,-110.75,0.6240000000000001,0.7065,0.0,0.0,1.0
48.75,-110.25,0.5593999999999999,0.614,0.0,0.0,1.0
48.75,-109.75,0.4629500000000001,0.541,0.0,0.0,1.0
48.75,-109.25,0.5252000000000001,0.5155,0.0,0.0,1.0
48.75,-108.75,0.56135,0.6100000000000001,0.0,0.0,1.0
48.75,-108.25,0.49684999999999996,0.4215,0.0,0.0,1.0
48.75,-107.75,0.5115999999999999,0.486,0.0,0.0,1.0
48.75,-107.25,0.5930500000000001,0.5985,1.0,0.0,1.0
48.75,-106.75,0.5767,0.612,1.0,0.0,1.0
48.75,-106.25,0.5819000000000001,0.624,1.0,0.0,1.0
48.75,-105.75,0.6468,0.8540000000000001,1.0,0.0,1.0
48.75,-105.25,0.5751999999999999,0.6315,1.0,0.0,1.0
48.75,-104.75,0.4984,0.46449999999999997,0.0,0.0,1.0
48.75,-104.25,0.5544999999999999,0.7815000000000001,0.0,0.0,1.0
48.75,-103.75,0.5661499999999999,0.7815,0.0,0.0,1.0
48.75,-103.25,0.63915,0.8425,1.0,0.0,1.0
48.75,-102.75,0.5622,0.756,0.0,0.0,1.0
48.75,-102.25,0.65005,0.9135,1.0,0.0,1.0
48.75,-101.75,0.6226499999999999,0.8565,1.0,0.0,1.0
48.75,-101.25,0.60845,0.8425,1.0,0.0,1.0
48.75,-100.75,0.6921999999999999,0.998,1.0,0.0,1.0
48.75,-100.25,0.7051499999999999,1.0,1.0,0.0,1.0
48.75,-99.75,0.7724,1.0,1.0,0.0,1.0
48.75,-99.25,0.6597000000000001,0.874,1.0,0.0,1.0
48.75,-98.75,0.70265,0.823,1.0,0.028,1.0
48.75,-98.25,0.67045,0.7955,1.0,0.0,1.0
48.75,-97.75,0.7159500000000001,0.994,1.0,0.012,1.0
48.75,-97.25,0.8314499999999999,0.9564999999999999,1.0,0.0,1.0
48.75,-96.75,0.6900999999999999,0.8995,1.0,0.0,1.0
48.75,-96.25,0.6890000000000001,0.9015,1.0,0.0,1.0
48.75,-95.75,0.6329,0.813,1.0,0.0,1.0
48.75,-95.25,0.7204999999999999,1.0,1.0,0.0,1.0
48.75,-94.75,0.6847,0.929,1.0,0.004,1.0
48.75,-94.25,0.6779499999999999,0.925,1.0,0.0,1.0
48.75,-93.75,0.76715,0.994,1.0,0.012,1.0
48.75,-93.25,0.74855,0.9564999999999999,1.0,0.031,1.0
48.75,-92.75,0.76335,0.9430000000000001,1.0,0.0,1.0
48.75,-92.25,0.7516,1.0,1.0,0.0,1.0
48.75,-91.75,0.7773,1.0,1.0,0.0,1.0
48.75,-91.25,0.7827,1.0,1.0,0.028,1.0
48.75,-90.75,0.8090999999999999,0.998,1.0,0.012,1.0
48.75,-90.25,0.7385999999999999,1.0,1.0,0.012,1.0
48.75,-89.75,0.8016,0.978,1.0,0.0,1.0
48.75,-89.25,0.8118000000000001,0.9175,0.8,0.323,1.0
48.75,-88.75,0.7384,0.872,1.0,0.0,1.0
48.75,-88.25,0.68285,0.758,1.0,0.031,1.0
48.75,-87.75,0.6085499999999999,0.573,1.0,0.016,1.0
48.75,-87.25,0.85845,0.961,1.0,0.469,1.0
48.75,-86.75,0.7958999999999999,0.8935,1.0,0.102,1.0
48.75,-86.25,0.84805,0.9410000000000001,1.0,0.453,1.0
48.75,-85.75,0.8018000000000001,0.9410000000000001,1.0,0.0,1.0
48.75,-85.25,0.72565,0.9510000000000001,1.0,0.0,1.0
48.75,-84.75,0.819,1.0,1.0,0.0,1.0
48.75,-84.25,0.8422499999999999,1.0,1.0,0.016,1.0
48.75,-83.75,0.8777500000000001,1.0,1.0,0.0,1.0
48.75,-83.25,0.84285,1.0,1.0,0.0,1.0
48.75,-82.75,0.8202,1.0,1.0,0.004,1.0
48.75,-82.25,0.8897999999999999,1.0,1.0,0.0,1.0
48.75,-81.75,0.8488,1.0,1.0,0.0,1.0
48.75,-81.25,0.8846499999999999,1.0,1.0,0.0,1.0
48.75,-80.75,0.826,1.0,1.0,0.0,1.0
48.75,-80.25,0.8167500000000001,1.0,1.0,0.024,1.0
48.75,-79.75,0.7406999999999999,1.0,1.0,0.043,1.0
48.75,-79.25,0.7031499999999999,1.0,1.0,0.0,1.0
48.75,-78.75,0.75925,1.0,1.0,0.031,1.0
48.75,-78.25,0.8166999999999998,1.0,1.0,0.035,1.0
48.75,-77.75,0.7368,1.0,1.0,0.0,1.0
48.75,-77.25,0.7977000000000001,1.0,1.0,0.012,1.0
48.75,-76.75,0.78445,1.0,1.0,0.0,1.0
48.75,-76.25,0.8374,1.0,1.0,0.0,1.0
48.75,-75.75,0.82125,1.0,1.0,0.0,1.0
48.75,-75.25,0.9096500000000001,1.0,1.0,0.039,1.0
48.75,-74.75,0.8346500000000001,1.0,1.0,0.02,1.0
48.75,-74.25,0.86105,1.0,1.0,0.012,1.0
48.75,-73.75,0.7657,1.0,1.0,0.0,1.0
48.75,-73.25,0.8504000000000002,1.0,1.0,0.063,1.0
48.75,-72.75,0.88125,1.0,1.0,0.004,1.0
48.75,-72.25,0.8313,1.0,1.0,0.118,1.0
48.75,-71.75,0.8053000000000001,1.0,1.0,0.012,1.0
48.75,-71.25,0.933,1.0,1.0,0.689,1.0
48.75,-70.75,0.8093999999999999,1.0,1.0,0.0,1.0
48.75,-70.25,0.7813000000000001,1.0,1.0,0.0,1.0
48.75,-69.75,0.7635,0.99,1.0,0.0,1.0
48.75,-69.25,0.8827000000000002,1.0,1.0,0.209,1.0
48.75,-68.75,0.78835,0.996,1.0,0.031,1.0
48.75,-68.25,0.7465999999999999,0.9430000000000001,1.0,0.0,1.0
48.75,-67.75,0.6299,0.862,1.0,0.0,1.0
48.75,-67.25,0.78915,0.9665,1.0,0.004,1.0
48.75,-66.75,0.8916999999999999,1.0,1.0,0.283,1.0
48.75,-66.25,0.8834500000000001,1.0,1.0,0.248,1.0
48.75,-65.75,0.8441000000000001,1.0,1.0,0.165,1.0
48.75,-65.25,0.76685,0.982,1.0,0.118,1.0
48.75,-64.75,0.7553,0.874,1.0,0.154,1.0
48.75,-64.25,0.7561,0.9525,1.0,0.138,1.0
48.25,-127.75,0.7253999999999999,1.0,1.0,0.0,1.0
48.25,-127.25,0.7458499999999999,0.9585,1.0,0.0,1.0
48.25,-126.75,0.6947000000000001,1.0,1.0,0.0,1.0
48.25,-126.25,0.6384000000000001,1.0,1.0,0.0,1.0
48.25,-125.75,0.5890000000000001,0.7935000000000001,1.0,0.0,1.0
48.25,-125.25,0.702,1.0,1.0,0.0,1.0
48.25,-124.75,0.7035500000000001,0.959,1.0,0.0,1.0
48.25,-124.25,0.72065,1.0,1.0,0.0,1.0
48.25,-123.75,0.6372000000000001,0.9565,1.0,0.0,1.0
48.25,-123.25,0.5822499999999999,0.7755000000000001,1.0,0.0,1.0
48.25,-122.75,0.6433,0.996,1.0,0.0,1.0
48.25,-122.25,0.6593,1.0,1.0,0.012,1.0
48.25,-121.75,0.8706499999999998,1.0,1.0,0.031,1.0
48.25,-121.25,0.8429,1.0,1.0,0.055,1.0
48.25,-120.75,0.7604,0.978,1.0,0.047,1.0
48.25,-120.25,0.7605500000000001,0.941,0.8,0.169,1.0
48.25,-119.75,0.6626000000000001,0.726,1.0,0.031,1.0
48.25,-119.25,0.6413,0.848,1.0,0.0,1.0
48.25,-118.75,0.6653,0.7244999999999999,1.0,0.0,1.0
48.25,-118.25,0.6526000000000001,0.8835,1.0,0.0,1.0
48.25,-117.75,0.71685,0.8049999999999999,0.8,0.0,1.0
48.25,-117.25,0.76725,0.933,1.0,0.0,1.0
48.25,-116.75,0.79905,0.9450000000000001,1.0,0.0,1.0
48.25,-116.25,0.7201000000000001,1.0,1.0,0.031,1.0
48.25,-115.75,0.74705,0.9055,1.0,0.051,1.0
48.25,-115.25,0.75225,0.947,0.8,0.0,1.0
48.25,-114.75,0.81965,0.9684999999999999,0.8,0.161,1.0
48.25,-114.25,0.7260000000000001,0.963,1.0,0.0,1.0
48.25,-113.75,0.8929,0.986,1.0,0.244,1.0
48.25,-113.25,0.9301,1.0,1.0,0.457,1.0
48.25,-112.75,0.76305,0.9195,0.8,0.0,1.0
48.25,-112.25,0.66305,0.882,1.0,0.0,1.0
48.25,-111.75,0.5856,0.569,1.0,0.0,1.0
48.25,-111.25,0.6159,0.7535000000000001,0.0,0.0,1.0
48.25,-110.75,0.5661499999999999,0.756,1.0,0.0,1.0
48.25,-110.25,0.49465000000000003,0.494,0.0,0.0,1.0
48.25,-109.75,0.5376000000000001,0.6535,0.0,0.0,1.0
48.25,-109.25,0.66905,0.8425,0.8,0.0,1.0
48.25,-108.75,0.5572999999999999,0.709,0.0,0.0,1.0
48.25,-108.25,0.5144,0.431,0.0,0.0,1.0
