latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
49.75,-111.75,0.6864545454545454,1.0,1.0,0.0,1.0
49.75,-111.25,0.63,0.697,0.6000000000000001,0.0,1.0
49.75,-110.75,0.7314545454545454,0.941,1.0,0.031,1.0
49.75,-110.25,0.7279999999999999,0.984,1.0,0.0,1.0
49.75,-109.75,0.6789090909090909,1.0,1.0,0.0,1.0
49.75,-109.25,0.7026363636363636,0.941,1.0,0.0,1.0
49.75,-108.75,0.6713636363636364,0.996,1.0,0.0,1.0
49.75,-108.25,0.6839090909090909,0.957,1.0,0.0,1.0
49.75,-107.75,0.5175454545454546,0.299,0.0,0.0,1.0
49.75,-107.25,0.48436363636363633,0.567,0.0,0.0,1.0
49.75,-106.75,0.3576363636363636,0.13,0.0,0.0,1.0
49.75,-106.25,0.45199999999999996,0.256,0.0,0.0,1.0
49.75,-105.75,0.5139090909090909,0.539,0.0,0.004,1.0
49.75,-105.25,0.6911818181818181,0.906,0.8,0.0,1.0
49.75,-104.75,0.38790909090909087,0.295,0.0,0.0,1.0
49.75,-104.25,0.44127272727272726,0.472,0.0,0.0,1.0
49.75,-103.75,0.42236363636363633,0.083,0.0,0.0,1.0
49.75,-103.25,0.4878181818181819,0.642,0.0,0.0,1.0
49.75,-102.75,0.6845454545454545,0.933,0.8,0.0,1.0
49.75,-102.25,0.8900909090909092,0.957,0.8,0.114,1.0
49.75,-101.75,0.6196363636363637,0.685,1.0,0.0,1.0
49.75,-101.25,0.652090909090909,0.976,1.0,0.008,1.0
49.75,-100.75,0.6130909090909092,0.638,0.8,0.0,1.0
49.75,-100.25,0.6521818181818182,0.752,0.0,0.008,1.0
49.75,-99.75,0.7100909090909092,0.811,0.8,0.004,1.0
49.75,-99.25,0.8474545454545453,0.98,0.8,0.433,1.0
49.75,-98.75,0.6929090909090909,0.665,0.2,0.256,1.0
49.75,-98.25,0.7190000000000001,0.98,1.0,0.0,1.0
49.75,-97.75,0.7369090909090908,0.921,1.0,0.0,1.0
49.75,-97.25,0.7421818181818182,0.921,1.0,0.075,1.0
49.75,-96.75,0.7516363636363637,0.862,0.8,0.106,1.0
49.75,-96.25,0.6975454545454545,0.803,1.0,0.0,1.0
49.75,-95.75,0.743,0.878,0.8,0.0,1.0
49.75,-95.25,0.710090909090909,0.917,1.0,0.063,1.0
49.75,-94.75,0.7354545454545455,0.988,1.0,0.031,1.0
49.75,-94.25,0.7337272727272727,0.917,1.0,0.185,1.0
49.75,-93.75,0.7941818181818182,1.0,1.0,0.059,1.0
49.75,-93.25,0.7881818181818182,1.0,1.0,0.047,1.0
49.75,-92.75,0.8328181818181818,0.984,1.0,0.15,1.0
49.75,-92.25,0.7877272727272726,1.0,1.0,0.039,1.0
49.75,-91.75,0.8307272727272728,1.0,1.0,0.15,1.0
49.75,-91.25,0.7706363636363637,1.0,1.0,0.063,1.0
49.75,-90.75,0.7366363636363636,1.0,1.0,0.0,1.0
49.75,-90.25,0.6524545454545454,1.0,1.0,0.0,1.0
49.75,-89.75,0.6631818181818182,0.988,1.0,0.0,1.0
49.75,-89.25,0.7838181818181819,0.807,0.6000000000000001,0.213,1.0
49.75,-88.75,0.5505454545454546,0.5,1.0,0.0,1.0
49.75,-88.25,0.5046363636363637,0.606,0.0,0.0,1.0
49.75,-87.75,0.7748181818181817,0.886,1.0,0.106,1.0
49.75,-87.25,0.8263636363636363,1.0,1.0,0.441,1.0
49.75,-86.75,0.7852727272727272,0.972,1.0,0.146,1.0
49.75,-86.25,0.8231818181818181,1.0,1.0,0.327,1.0
49.75,-85.75,0.7423636363636364,0.992,1.0,0.327,1.0
49.75,-85.25,0.7488181818181818,0.882,1.0,0.087,1.0
49.75,-84.75,0.7605454545454545,1.0,1.0,0.02,1.0
49.75,-84.25,0.8514545454545455,1.0,1.0,0.197,1.0
49.75,-83.75,0.8284545454545454,1.0,1.0,0.177,1.0
49.75,-83.25,0.8116363636363637,1.0,1.0,0.102,1.0
49.75,-82.75,0.7980909090909091,1.0,1.0,0.157,1.0
49.75,-82.25,0.8264545454545456,1.0,1.0,0.378,1.0
49.75,-81.75,0.7322727272727273,0.764,1.0,0.091,1.0
49.75,-81.25,0.7878181818181819,1.0,1.0,0.189,1.0
49.75,-80.75,0.6688181818181818,0.831,1.0,0.0,1.0
49.75,-80.25,0.7198181818181818,1.0,1.0,0.02,1.0
49.75,-79.75,0.7304545454545455,1.0,1.0,0.0,1.0
49.75,-79.25,0.6421818181818182,0.957,0.0,0.0,1.0
49.75,-78.75,0.6910909090909091,1.0,1.0,0.0,1.0
49.75,-78.25,0.7519999999999999,0.957,1.0,0.0,1.0
49.75,-77.75,0.7047272727272728,1.0,1.0,0.035,1.0
49.75,-77.25,0.7891818181818183,1.0,1.0,0.165,1.0
49.75,-76.75,0.7580000000000001,1.0,1.0,0.012,1.0
49.75,-76.25,0.778090909090909,1.0,1.0,0.0,1.0
49.75,-75.75,0.7298181818181818,1.0,1.0,0.0,1.0
49.75,-75.25,0.7731818181818181,1.0,1.0,0.0,1.0
49.75,-74.75,0.8020909090909091,1.0,1.0,0.004,1.0
49.75,-74.25,0.8035454545454546,1.0,1.0,0.02,1.0
49.75,-73.75,0.8074545454545454,1.0,1.0,0.0,1.0
49.75,-73.25,0.7720909090909092,1.0,1.0,0.016,1.0
49.75,-72.75,0.8181818181818182,1.0,1.0,0.008,1.0
49.75,-72.25,0.899818181818182,1.0,1.0,0.457,1.0
49.75,-71.75,0.847909090909091,1.0,1.0,0.079,1.0
49.75,-71.25,0.9094545454545454,1.0,1.0,0.504,1.0
49.75,-70.75,0.8965454545454545,1.0,1.0,0.539,1.0
49.75,-70.25,0.8374545454545455,1.0,1.0,0.291,1.0
49.75,-69.75,0.8229090909090909,1.0,1.0,0.087,1.0
49.75,-69.25,0.9251818181818181,1.0,1.0,0.24,1.0
49.75,-68.75,0.9359090909090909,1.0,1.0,0.386,1.0
49.75,-68.25,0.9155454545454546,1.0,1.0,0.618,1.0
49.75,-67.75,0.9707272727272727,1.0,1.0,0.764,1.0
49.75,-67.25,0.9219999999999999,1.0,1.0,0.543,1.0
49.75,-66.75,0.7537272727272728,1.0,1.0,0.0,1.0
49.75,-66.25,0.6639090909090909,1.0,1.0,0.0,1.0
49.75,-65.75,0.7555454545454545,1.0,1.0,0.122,1.0
49.75,-65.25,0.7873636363636364,1.0,1.0,0.0,1.0
49.75,-64.75,0.8339090909090909,1.0,1.0,0.0,1.0
49.75,-64.25,0.8168181818181818,1.0,1.0,0.205,1.0
49.25,-127.75,0.6413636363636364,0.992,1.0,0.0,1.0
49.25,-127.25,0.6269999999999999,1.0,1.0,0.0,1.0
49.25,-126.75,0.6685454545454546,0.772,1.0,0.0,1.0
49.25,-126.25,0.6893636363636364,0.929,1.0,0.0,1.0
49.25,-125.75,0.7719090909090909,0.972,1.0,0.043,1.0
49.25,-125.25,0.807090909090909,1.0,1.0,0.059,1.0
49.25,-124.75,0.7565454545454545,0.945,1.0,0.0,1.0
49.25,-124.25,0.5922727272727273,0.866,1.0,0.0,1.0
49.25,-123.75,0.6699999999999999,0.882,1.0,0.0,1.0
49.25,-123.25,0.7558181818181818,1.0,1.0,0.0,1.0
49.25,-122.75,0.7449090909090909,1.0,1.0,0.02,1.0
49.25,-122.25,0.8914545454545455,1.0,1.0,0.421,1.0
49.25,-121.75,0.8711818181818182,1.0,1.0,0.087,1.0
49.25,-121.25,0.8758181818181818,1.0,1.0,0.122,1.0
49.25,-120.75,0.8225454545454546,0.988,0.8,0.087,1.0
49.25,-120.25,0.8414545454545455,0.984,0.8,0.177,1.0
49.25,-119.75,0.8216363636363636,0.945,0.8,0.346,1.0
49.25,-119.25,0.8725454545454544,1.0,1.0,0.476,1.0
49.25,-118.75,0.8624545454545455,0.996,1.0,0.358,1.0
49.25,-118.25,0.8675454545454545,0.996,1.0,0.382,1.0
49.25,-117.75,0.7955454545454544,1.0,1.0,0.106,1.0
49.25,-117.25,0.8855454545454545,1.0,1.0,0.437,1.0
49.25,-116.75,0.856909090909091,0.949,1.0,0.354,1.0
49.25,-116.25,0.8131818181818182,0.835,1.0,0.37,1.0
49.25,-115.75,0.7393636363636363,0.846,0.8,0.154,1.0
49.25,-115.25,0.7153636363636363,0.87,0.8,0.039,1.0
49.25,-114.75,0.8994545454545455,0.976,1.0,0.319,1.0
49.25,-114.25,0.7870909090909091,0.902,1.0,0.374,1.0
49.25,-113.75,0.5352727272727272,0.535,0.4,0.0,1.0
49.25,-113.25,0.6607272727272728,0.744,0.8,0.0,1.0
49.25,-112.75,0.747909090909091,0.811,0.8,0.063,1.0
49.25,-112.25,0.8206363636363636,0.929,0.8,0.0,1.0
49.25,-111.75,0.8095454545454547,0.976,1.0,0.008,1.0
49.25,-111.25,0.7566363636363637,0.937,1.0,0.0,1.0
49.25,-110.75,0.7859999999999999,0.953,1.0,0.0,1.0
49.25,-110.25,0.7345454545454545,0.965,1.0,0.024,1.0
49.25,-109.75,0.7026363636363636,1.0,1.0,0.0,1.0
49.25,-109.25,0.7183636363636364,1.0,1.0,0.0,1.0
49.25,-108.75,0.5121818181818182,0.563,0.0,0.0,1.0
49.25,-108.25,0.6561818181818181,0.677,0.6000000000000001,0.0,1.0
49.25,-107.75,0.5648181818181818,0.618,0.2,0.0,1.0
49.25,-107.25,0.5946363636363636,0.768,0.8,0.051,1.0
49.25,-106.75,0.5189090909090909,0.504,0.0,0.0,1.0
49.25,-106.25,0.6951818181818181,0.941,1.0,0.0,1.0
49.25,-105.75,0.5831818181818181,0.512,1.0,0.0,1.0
49.25,-105.25,0.5770000000000001,0.78,0.0,0.0,1.0
49.25,-104.75,0.40481818181818174,0.13,0.0,0.0,1.0
49.25,-104.25,0.32336363636363635,0.15,0.0,0.0,1.0
49.25,-103.75,0.40263636363636357,0.232,0.0,0.0,1.0
49.25,-103.25,0.31281818181818183,0.016,0.0,0.0,1.0
49.25,-102.75,0.6016363636363636,0.811,1.0,0.0,1.0
49.25,-102.25,0.45609090909090905,0.28,0.0,0.0,1.0
49.25,-101.75,0.5761818181818182,0.783,1.0,0.0,1.0
49.25,-101.25,0.5705454545454546,0.539,0.0,0.0,1.0
49.25,-100.75,0.572,0.638,1.0,0.0,1.0
49.25,-100.25,0.6173636363636363,0.634,1.0,0.0,1.0
49.25,-99.75,0.5912727272727273,0.72,0.0,0.0,1.0
49.25,-99.25,0.7282727272727272,0.992,1.0,0.209,1.0
49.25,-98.75,0.6681818181818182,0.665,1.0,0.008,1.0
49.25,-98.25,0.7236363636363636,0.976,0.8,0.0,1.0
49.25,-97.75,0.8606363636363636,0.941,0.8,0.472,1.0
49.25,-97.25,0.7405454545454545,0.941,1.0,0.138,1.0
49.25,-96.75,0.690090909090909,1.0,1.0,0.0,1.0
49.25,-96.25,0.7917272727272727,0.862,1.0,0.311,1.0
49.25,-95.75,0.7628181818181818,0.835,1.0,0.28,1.0
49.25,-95.25,0.7573636363636363,0.969,1.0,0.189,1.0
49.25,-94.75,0.7512727272727272,0.961,1.0,0.0,1.0
49.25,-94.25,0.7995454545454543,1.0,1.0,0.299,1.0
49.25,-93.75,0.8285454545454546,0.972,1.0,0.346,1.0
49.25,-93.25,0.8393636363636364,0.957,1.0,0.406,1.0
49.25,-92.75,0.7565454545454545,0.992,1.0,0.039,1.0
49.25,-92.25,0.7683636363636362,1.0,1.0,0.047,1.0
49.25,-91.75,0.7934545454545454,1.0,1.0,0.016,1.0
49.25,-91.25,0.7762727272727272,1.0,1.0,0.035,1.0
49.25,-90.75,0.746909090909091,1.0,1.0,0.0,1.0
49.25,-90.25,0.8034545454545455,1.0,1.0,0.012,1.0
49.25,-89.75,0.7225454545454546,1.0,1.0,0.051,1.0
49.25,-89.25,0.7752727272727271,0.941,1.0,0.26,1.0
49.25,-88.75,0.641,0.815,1.0,0.0,1.0
49.25,-88.25,0.6417272727272727,0.705,1.0,0.0,1.0
49.25,-87.75,0.6489090909090909,0.898,1.0,0.051,1.0
49.25,-87.25,0.7900909090909092,0.972,1.0,0.043,1.0
49.25,-86.75,0.8943636363636362,0.976,0.8,0.61,1.0
49.25,-86.25,0.8020909090909091,0.965,1.0,0.291,1.0
49.25,-85.75,0.7118181818181818,1.0,1.0,0.043,1.0
49.25,-85.25,0.7826363636363637,1.0,1.0,0.0,1.0
49.25,-84.75,0.8242727272727273,1.0,1.0,0.031,1.0
49.25,-84.25,0.8331818181818181,1.0,1.0,0.071,1.0
49.25,-83.75,0.8460909090909091,1.0,1.0,0.295,1.0
49.25,-83.25,0.8696363636363637,1.0,1.0,0.035,1.0
49.25,-82.75,0.8843636363636364,1.0,1.0,0.197,1.0
49.25,-82.25,0.8761818181818182,1.0,1.0,0.469,1.0
49.25,-81.75,0.8653636363636363,1.0,1.0,0.366,1.0
49.25,-81.25,0.8329090909090909,1.0,1.0,0.374,1.0
49.25,-80.75,0.8450909090909092,1.0,1.0,0.39,1.0
49.25,-80.25,0.7940909090909091,1.0,1.0,0.409,1.0
49.25,-79.75,0.7243636363636363,1.0,1.0,0.043,1.0
49.25,-79.25,0.6671818181818182,1.0,1.0,0.0,1.0
49.25,-78.75,0.7150909090909091,1.0,1.0,0.024,1.0
49.25,-78.25,0.7398181818181818,1.0,1.0,0.063,1.0
49.25,-77.75,0.7208181818181818,1.0,1.0,0.016,1.0
49.25,-77.25,0.7702727272727272,1.0,1.0,0.028,1.0
49.25,-76.75,0.8031818181818182,1.0,1.0,0.126,1.0
49.25,-76.25,0.8579090909090911,1.0,1.0,0.327,1.0
49.25,-75.75,0.7827272727272727,1.0,1.0,0.0,1.0
49.25,-75.25,0.748090909090909,1.0,1.0,0.0,1.0
49.25,-74.75,0.8786363636363635,1.0,1.0,0.0,1.0
49.25,-74.25,0.8353636363636364,1.0,1.0,0.055,1.0
49.25,-73.75,0.8721818181818182,1.0,1.0,0.0,1.0
49.25,-73.25,0.8969090909090909,1.0,1.0,0.26,1.0
49.25,-72.75,0.9316363636363636,1.0,1.0,0.65,1.0
49.25,-72.25,0.9462727272727272,1.0,1.0,0.579,1.0
49.25,-71.75,0.9351818181818181,1.0,1.0,0.472,1.0
49.25,-71.25,0.8965454545454544,1.0,1.0,0.031,1.0
49.25,-70.75,0.8876363636363636,1.0,1.0,0.004,1.0
49.25,-70.25,0.9462727272727274,1.0,1.0,0.476,1.0
49.25,-69.75,0.9098181818181819,1.0,1.0,0.421,1.0
49.25,-69.25,0.8429090909090909,0.976,1.0,0.02,1.0
49.25,-68.75,0.8879090909090909,1.0,1.0,0.232,1.0
49.25,-68.25,0.8926363636363636,1.0,1.0,0.346,1.0
49.25,-67.75,0.9727272727272727,1.0,1.0,0.728,1.0
49.25,-67.25,0.9111818181818182,1.0,1.0,0.575,1.0
49.25,-66.75,0.8325454545454545,1.0,1.0,0.0,1.0
49.25,-66.25,0.9284545454545455,1.0,1.0,0.5,1.0
49.25,-65.75,0.8109999999999999,1.0,1.0,0.11,1.0
49.25,-65.25,0.8174545454545453,1.0,1.0,0.181,1.0
49.25,-64.75,0.9194545454545455,1.0,1.0,0.319,1.0
49.25,-64.25,0.9033636363636363,1.0,1.0,0.063,1.0
48.75,-127.75,0.7662727272727273,0.98,1.0,0.0,1.0
48.75,-127.25,0.5838181818181818,0.819,1.0,0.0,1.0
48.75,-126.75,0.653909090909091,1.0,1.0,0.0,1.0
48.75,-126.25,0.6586363636363636,0.965,1.0,0.0,1.0
48.75,-125.75,0.7762727272727272,1.0,1.0,0.0,1.0
48.75,-125.25,0.7251818181818183,1.0,1.0,0.0,1.0
48.75,-124.75,0.8168181818181818,1.0,1.0,0.0,1.0
48.75,-124.25,0.7762727272727272,1.0,1.0,0.126,1.0
48.75,-123.75,0.7949090909090909,1.0,1.0,0.012,1.0
48.75,-123.25,0.6781818181818182,1.0,1.0,0.047,1.0
48.75,-122.75,0.7544545454545454,1.0,1.0,0.0,1.0
48.75,-122.25,0.8236363636363637,1.0,1.0,0.016,1.0
48.75,-121.75,0.9451818181818183,1.0,1.0,0.736,1.0
48.75,-121.25,0.8349090909090908,0.972,0.8,0.433,1.0
48.75,-120.75,0.8242727272727272,1.0,1.0,0.094,1.0
48.75,-120.25,0.9166363636363637,1.0,1.0,0.154,1.0
48.75,-119.75,0.8837272727272726,1.0,1.0,0.402,1.0
48.75,-119.25,0.6800909090909091,0.823,1.0,0.0,1.0
48.75,-118.75,0.8080909090909092,0.921,1.0,0.173,1.0
48.75,-118.25,0.9237272727272727,0.984,0.8,0.713,1.0
48.75,-117.75,0.6302727272727272,0.496,0.2,0.228,1.0
48.75,-117.25,0.827090909090909,0.969,1.0,0.224,1.0
48.75,-116.75,0.8821818181818183,0.988,0.8,0.283,1.0
48.75,-116.25,0.7433636363636363,0.965,1.0,0.24,1.0
48.75,-115.75,0.770909090909091,0.866,1.0,0.343,1.0
48.75,-115.25,0.8170909090909091,0.933,0.8,0.193,1.0
48.75,-114.75,0.9276363636363635,0.984,0.8,0.744,1.0
48.75,-114.25,0.9050909090909092,0.969,1.0,0.665,1.0
48.75,-113.75,0.8743636363636363,1.0,1.0,0.177,1.0
48.75,-113.25,0.7097272727272728,0.902,1.0,0.0,1.0
48.75,-112.75,0.7831818181818182,0.783,0.6000000000000001,0.339,1.0
48.75,-112.25,0.7365454545454546,0.988,1.0,0.106,1.0
48.75,-111.75,0.685,0.996,1.0,0.0,1.0
48.75,-111.25,0.84,1.0,1.0,0.291,1.0
48.75,-110.75,0.6406363636363636,0.906,0.0,0.035,1.0
48.75,-110.25,0.622,0.882,1.0,0.0,1.0
48.75,-109.75,0.4645454545454546,0.413,0.0,0.0,1.0
48.75,-109.25,0.5865454545454546,0.854,1.0,0.0,1.0
48.75,-108.75,0.606909090909091,0.949,0.0,0.0,1.0
48.75,-108.25,0.612,0.945,1.0,0.0,1.0
48.75,-107.75,0.5521818181818182,0.492,0.0,0.0,1.0
48.75,-107.25,0.5650000000000001,0.535,1.0,0.0,1.0
48.75,-106.75,0.4856363636363636,0.35,0.0,0.0,1.0
48.75,-106.25,0.529,0.646,0.0,0.0,1.0
48.75,-105.75,0.6212727272727273,0.917,0.0,0.0,1.0
48.75,-105.25,0.507909090909091,0.386,0.0,0.0,1.0
48.75,-104.75,0.45736363636363636,0.354,0.0,0.0,1.0
48.75,-104.25,0.5443636363636363,0.953,0.0,0.0,1.0
48.75,-103.75,0.5489999999999999,0.732,0.0,0.0,1.0
48.75,-103.25,0.5042727272727273,0.457,0.0,0.0,1.0
48.75,-102.75,0.533,0.894,0.0,0.0,1.0
48.75,-102.25,0.5605454545454545,0.701,0.0,0.0,1.0
48.75,-101.75,0.5798181818181818,0.752,1.0,0.0,1.0
48.75,-101.25,0.5837272727272728,0.724,0.0,0.0,1.0
48.75,-100.75,0.6629999999999999,0.744,1.0,0.0,1.0
48.75,-100.25,0.7917272727272727,1.0,1.0,0.0,1.0
48.75,-99.75,0.863909090909091,1.0,1.0,0.165,1.0
48.75,-99.25,0.7516363636363637,0.976,1.0,0.15,1.0
48.75,-98.75,0.761,0.823,1.0,0.217,1.0
48.75,-98.25,0.7411818181818183,0.843,1.0,0.181,1.0
48.75,-97.75,0.7688181818181818,1.0,1.0,0.012,1.0
48.75,-97.25,0.8757272727272727,0.972,0.8,0.268,1.0
48.75,-96.75,0.7633636363636364,0.909,1.0,0.0,1.0
48.75,-96.25,0.7788181818181819,0.992,1.0,0.0,1.0
48.75,-95.75,0.7280000000000001,1.0,1.0,0.004,1.0
48.75,-95.25,0.7419999999999999,1.0,1.0,0.0,1.0
48.75,-94.75,0.7205454545454545,0.941,1.0,0.004,1.0
48.75,-94.25,0.6553636363636364,0.626,1.0,0.0,1.0
48.75,-93.75,0.768090909090909,0.988,1.0,0.15,1.0
48.75,-93.25,0.829909090909091,0.972,1.0,0.209,1.0
48.75,-92.75,0.754090909090909,0.898,1.0,0.0,1.0
48.75,-92.25,0.7674545454545455,1.0,1.0,0.028,1.0
48.75,-91.75,0.7554545454545455,1.0,1.0,0.094,1.0
48.75,-91.25,0.7498181818181819,1.0,1.0,0.043,1.0
48.75,-90.75,0.8074545454545454,1.0,1.0,0.224,1.0
48.75,-90.25,0.7834545454545455,1.0,1.0,0.106,1.0
48.75,-89.75,0.829,0.961,1.0,0.102,1.0
48.75,-89.25,0.7722727272727273,0.953,0.8,0.323,1.0
48.75,-88.75,0.646,0.795,1.0,0.0,1.0
48.75,-88.25,0.7021818181818182,0.693,1.0,0.323,1.0
48.75,-87.75,0.5827272727272728,0.516,1.0,0.016,1.0
48.75,-87.25,0.8690000000000001,0.965,1.0,0.516,1.0
48.75,-86.75,0.7863636363636363,0.874,1.0,0.102,1.0
48.75,-86.25,0.8260909090909091,0.886,1.0,0.453,1.0
48.75,-85.75,0.8053636363636364,0.882,1.0,0.205,1.0
48.75,-85.25,0.6815454545454546,0.839,1.0,0.024,1.0
48.75,-84.75,0.7989999999999999,1.0,1.0,0.075,1.0
48.75,-84.25,0.832,0.984,0.8,0.22,1.0
48.75,-83.75,0.9087272727272727,1.0,1.0,0.059,1.0
48.75,-83.25,0.8592727272727273,1.0,1.0,0.22,1.0
48.75,-82.75,0.8420909090909091,1.0,1.0,0.228,1.0
48.75,-82.25,0.9552727272727272,1.0,1.0,0.705,1.0
48.75,-81.75,0.9022727272727272,1.0,1.0,0.516,1.0
48.75,-81.25,0.9545454545454546,1.0,1.0,0.697,1.0
48.75,-80.75,0.8740000000000001,1.0,1.0,0.087,1.0
48.75,-80.25,0.8070909090909091,1.0,1.0,0.287,1.0
48.75,-79.75,0.7464545454545454,0.795,1.0,0.307,1.0
48.75,-79.25,0.6868181818181818,0.992,1.0,0.0,1.0
48.75,-78.75,0.7065454545454545,1.0,1.0,0.031,1.0
48.75,-78.25,0.7798181818181817,1.0,1.0,0.035,1.0
48.75,-77.75,0.729,1.0,1.0,0.079,1.0
48.75,-77.25,0.7974545454545455,1.0,1.0,0.024,1.0
48.75,-76.75,0.8281818181818181,1.0,1.0,0.0,1.0
48.75,-76.25,0.8922727272727272,1.0,1.0,0.0,1.0
48.75,-75.75,0.8181818181818182,1.0,1.0,0.0,1.0
48.75,-75.25,0.8811818181818182,1.0,1.0,0.039,1.0
48.75,-74.75,0.8822727272727273,1.0,1.0,0.02,1.0
48.75,-74.25,0.9179999999999999,1.0,1.0,0.126,1.0
48.75,-73.75,0.8209999999999998,1.0,1.0,0.0,1.0
48.75,-73.25,0.8887272727272727,1.0,1.0,0.063,1.0
48.75,-72.75,0.9287272727272726,1.0,1.0,0.496,1.0
48.75,-72.25,0.8976363636363637,1.0,1.0,0.118,1.0
48.75,-71.75,0.8704545454545454,1.0,1.0,0.012,1.0
48.75,-71.25,0.9717272727272728,1.0,1.0,0.689,1.0
48.75,-70.75,0.9129999999999999,1.0,1.0,0.055,1.0
48.75,-70.25,0.8937272727272727,1.0,1.0,0.205,1.0
48.75,-69.75,0.9043636363636364,1.0,1.0,0.228,1.0
48.75,-69.25,0.9710909090909091,1.0,1.0,0.85,1.0
48.75,-68.75,0.8797272727272727,1.0,1.0,0.181,1.0
48.75,-68.25,0.8349090909090908,0.894,1.0,0.35,1.0
48.75,-67.75,0.6656363636363637,0.724,1.0,0.0,1.0
48.75,-67.25,0.85,1.0,1.0,0.398,1.0
48.75,-66.75,0.9530909090909091,1.0,1.0,0.819,1.0
48.75,-66.25,0.9083636363636363,1.0,1.0,0.488,1.0
48.75,-65.75,0.9183636363636364,1.0,1.0,0.476,1.0
48.75,-65.25,0.8262727272727272,1.0,1.0,0.228,1.0
48.75,-64.75,0.8453636363636363,1.0,1.0,0.299,1.0
48.75,-64.25,0.8976363636363637,1.0,1.0,0.205,1.0
48.25,-127.75,0.607,1.0,1.0,0.0,1.0
48.25,-127.25,0.6241818181818183,0.89,0.0,0.0,1.0
48.25,-126.75,0.6753636363636364,1.0,1.0,0.0,1.0
48.25,-126.25,0.631,1.0,1.0,0.0,1.0
48.25,-125.75,0.5533636363636364,0.654,0.0,0.0,1.0
48.25,-125.25,0.6825454545454546,1.0,1.0,0.0,1.0
48.25,-124.75,0.7222727272727272,0.996,1.0,0.0,1.0
48.25,-124.25,0.7322727272727273,1.0,1.0,0.0,1.0
48.25,-123.75,0.7766363636363636,1.0,1.0,0.0,1.0
48.25,-123.25,0.7326363636363638,1.0,1.0,0.0,1.0
48.25,-122.75,0.7132727272727273,1.0,1.0,0.004,1.0
48.25,-122.25,0.7695454545454545,1.0,1.0,0.016,1.0
48.25,-121.75,0.9359999999999999,1.0,1.0,0.65,1.0
48.25,-121.25,0.9562727272727273,1.0,1.0,0.74,1.0
48.25,-120.75,0.7419090909090911,1.0,1.0,0.047,1.0
48.25,-120.25,0.8445454545454545,0.976,0.8,0.346,1.0
48.25,-119.75,0.7666363636363638,0.945,1.0,0.146,1.0
48.25,-119.25,0.7422727272727273,0.886,1.0,0.016,1.0
48.25,-118.75,0.7197272727272727,0.984,1.0,0.146,1.0
48.25,-118.25,0.779909090909091,0.957,1.0,0.303,1.0
48.25,-117.75,0.755090909090909,0.791,0.6000000000000001,0.362,1.0
48.25,-117.25,0.8284545454545454,0.984,1.0,0.378,1.0
48.25,-116.75,0.8637272727272728,1.0,1.0,0.343,1.0
48.25,-116.25,0.7691818181818182,1.0,1.0,0.11,1.0
48.25,-115.75,0.8392727272727272,1.0,1.0,0.142,1.0
48.25,-115.25,0.9173636363636365,1.0,1.0,0.413,1.0
48.25,-114.75,0.9223636363636364,1.0,1.0,0.437,1.0
