latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover
60.75,-73.25,0.483,0.476,2,0.268,0.713
60.75,-72.75,0.472,0.461,2,0.291,0.677
60.75,-72.25,0.467,0.486,3,0.236,0.661
60.75,-71.75,0.505,0.522,2,0.307,0.669
60.75,-71.25,0.633,0.685,3,0.386,0.776
60.75,-70.75,0.700,0.709,3,0.496,0.886
60.75,-70.25,0.626,0.630,3,0.417,0.827
60.75,-69.75,0.651,0.646,3,0.346,0.965
60.75,-69.25,0.591,0.594,3,0.378,0.799
60.75,-68.75,0.630,0.652,3,0.437,0.780
60.75,-68.25,0.639,0.654,3,0.461,0.787
60.75,-67.75,0.736,0.715,3,0.563,0.953
60.75,-67.25,0.734,0.742,3,0.496,0.957
60.75,-66.75,0.747,0.819,4,0.425,0.925
60.75,-66.25,0.725,0.734,3,0.520,0.913
60.75,-65.75,0.715,0.764,3,0.469,0.862
60.75,-65.25,0.696,0.691,3,0.520,0.882
60.75,-64.75,0.669,0.683,3,0.508,0.803
60.75,-64.25,0.690,0.701,3,0.531,0.827
60.75,-63.75,0.712,0.764,3,0.457,0.862
60.75,-63.25,0.696,0.744,3,0.433,0.862
60.75,-62.75,0.699,0.778,3,0.327,0.913
60.75,-62.25,0.686,0.704,3,0.449,0.886
60.25,-79.75,0.502,0.476,2,0.205,0.850
60.25,-79.25,0.481,0.445,2,0.220,0.815
60.25,-78.75,0.437,0.356,2,0.181,0.854
60.25,-78.25,0.573,0.537,3,0.339,0.878
60.25,-77.75,0.456,0.476,1,0.102,0.768
60.25,-77.25,0.474,0.494,1,0.142,0.768
60.25,-76.75,0.531,0.510,1,0.232,0.874
60.25,-76.25,0.525,0.514,1,0.193,0.878
60.25,-75.75,0.511,0.539,3,0.134,0.831
60.25,-75.25,0.519,0.557,3,0.209,0.752
60.25,-74.75,0.553,0.652,3,0.201,0.709
60.25,-74.25,0.427,0.490,3,0.114,0.614
60.25,-73.75,0.431,0.457,2,0.217,0.594
60.25,-73.25,0.456,0.455,2,0.272,0.642
60.25,-72.75,0.489,0.518,3,0.244,0.677
60.25,-72.25,0.481,0.470,2,0.260,0.724
60.25,-71.75,0.482,0.465,2,0.287,0.713
60.25,-71.25,0.470,0.455,3,0.236,0.736
60.25,-70.75,0.503,0.474,2,0.311,0.752
60.25,-70.25,0.580,0.575,3,0.394,0.776
60.25,-69.75,0.590,0.561,3,0.425,0.811
60.25,-69.25,0.653,0.612,3,0.472,0.917
60.25,-68.75,0.669,0.667,3,0.484,0.858
60.25,-68.25,0.760,0.738,3,0.701,0.862
60.25,-67.75,0.668,0.663,3,0.551,0.795
60.25,-67.25,0.709,0.703,3,0.610,0.819
60.25,-66.75,0.751,0.785,3,0.551,0.882
60.25,-66.25,0.780,0.813,3,0.610,0.886
60.25,-65.75,0.740,0.752,3,0.587,0.870
60.25,-65.25,0.756,0.772,3,0.634,0.846
60.25,-64.75,0.750,0.772,3,0.622,0.835
60.25,-64.25,0.818,0.805,3,0.748,0.913
60.25,-63.75,0.759,0.773,3,0.575,0.913
60.25,-63.25,0.666,0.689,3,0.413,0.874
60.25,-62.75,0.703,0.770,3,0.382,0.890
60.25,-62.25,0.689,0.756,3,0.358,0.886
60.25,-61.75,0.681,0.697,3,0.378,0.953
59.75,-80.25,0.517,0.526,2,0.280,0.736
59.75,-79.75,0.525,0.524,2,0.260,0.791
59.75,-79.25,0.455,0.494,3,0.146,0.685
59.75,-78.75,0.513,0.543,3,0.130,0.835
59.75,-78.25,0.514,0.565,3,0.213,0.713
59.75,-77.75,0.515,0.528,2,0.287,0.717
59.75,-77.25,0.562,0.541,2,0.323,0.843
59.75,-76.75,0.568,0.547,2,0.323,0.854
59.75,-76.25,0.598,0.583,2,0.331,0.898
59.75,-75.75,0.562,0.594,3,0.260,0.799
59.75,-75.25,0.495,0.547,3,0.150,0.736
59.75,-74.75,0.454,0.514,3,0.165,0.622
59.75,-74.25,0.433,0.478,2,0.161,0.614
59.75,-73.75,0.388,0.433,2,0.181,0.504
59.75,-73.25,0.430,0.421,2,0.256,0.622
59.75,-72.75,0.422,0.419,3,0.236,0.614
59.75,-72.25,0.481,0.528,3,0.213,0.657
59.75,-71.75,0.489,0.518,3,0.248,0.673
59.75,-71.25,0.532,0.537,3,0.311,0.744
59.75,-70.75,0.478,0.494,2,0.315,0.610
59.75,-70.25,0.526,0.502,2,0.386,0.713
59.75,-69.75,0.622,0.557,3,0.551,0.823
59.75,-69.25,0.633,0.555,2,0.457,0.965
59.75,-68.75,0.573,0.531,3,0.378,0.850
59.75,-68.25,0.574,0.484,2,0.441,0.886
59.75,-67.75,0.669,0.687,3,0.539,0.764
59.75,-67.25,0.625,0.630,3,0.465,0.776
59.75,-66.75,0.678,0.675,3,0.496,0.866
59.75,-66.25,0.656,0.689,3,0.476,0.768
59.75,-65.75,0.750,0.775,3,0.567,0.882
59.75,-65.25,0.663,0.630,3,0.528,0.862
59.75,-64.75,0.671,0.695,3,0.488,0.807
59.75,-64.25,0.674,0.705,3,0.445,0.843
59.75,-63.75,0.658,0.677,3,0.469,0.811
59.75,-63.25,0.610,0.656,3,0.413,0.717
59.75,-62.75,0.601,0.579,2,0.465,0.783
59.75,-62.25,0.676,0.703,3,0.449,0.850
59.75,-61.75,0.686,0.689,3,0.441,0.925
59.75,-61.25,0.715,0.685,3,0.516,0.976
59.25,-80.25,0.414,0.378,1,0.201,0.701
59.25,-79.75,0.402,0.337,1,0.217,0.717
59.25,-79.25,0.424,0.392,1,0.181,0.732
59.25,-78.75,0.536,0.518,1,0.189,0.921
59.25,-78.25,0.535,0.555,2,0.280,0.752
59.25,-77.75,0.646,0.632,2,0.492,0.827
59.25,-77.25,0.652,0.653,3,0.500,0.799
59.25,-76.75,0.577,0.565,2,0.402,0.776
59.25,-76.25,0.634,0.626,3,0.437,0.846
59.25,-75.75,0.568,0.602,3,0.220,0.846
59.25,-75.25,0.554,0.527,3,0.350,0.811
59.25,-74.75,0.479,0.516,2,0.256,0.630
59.25,-74.25,0.440,0.427,2,0.224,0.681
59.25,-73.75,0.448,0.405,2,0.280,0.701
59.25,-73.25,0.426,0.455,3,0.217,0.579
59.25,-72.75,0.455,0.459,2,0.299,0.602
59.25,-72.25,0.482,0.512,2,0.283,0.622
59.25,-71.75,0.484,0.522,2,0.303,0.591
59.25,-71.25,0.547,0.614,3,0.299,0.661
59.25,-70.75,0.532,0.561,3,0.374,0.630
59.25,-70.25,0.549,0.557,3,0.378,0.705
59.25,-69.75,0.583,0.561,3,0.437,0.772
59.25,-69.25,0.622,0.577,3,0.469,0.866
59.25,-68.75,0.619,0.559,3,0.366,0.992
59.25,-68.25,0.612,0.594,3,0.370,0.890
59.25,-67.75,0.632,0.652,3,0.461,0.764
59.25,-67.25,0.653,0.683,3,0.508,0.736
59.25,-66.75,0.650,0.722,3,0.378,0.776
59.25,-66.25,0.671,0.740,3,0.413,0.791
59.25,-65.75,0.725,0.697,3,0.614,0.894
59.25,-65.25,0.705,0.699,3,0.500,0.921
59.25,-64.75,0.674,0.653,3,0.492,0.898
59.25,-64.25,0.680,0.760,3,0.402,0.799
59.25,-63.75,0.597,0.638,3,0.354,0.760
59.25,-63.25,0.570,0.569,3,0.437,0.705
59.25,-62.75,0.567,0.514,2,0.417,0.823
59.25,-62.25,0.566,0.490,2,0.437,0.846
59.25,-61.75,0.526,0.496,2,0.280,0.831
59.25,-61.25,0.700,0.726,3,0.516,0.831
59.25,-60.75,0.765,0.768,3,0.602,0.921
59.25,-60.25,0.855,0.852,3,0.748,0.969
58.75,-89.25,0.519,0.520,3,0.173,0.862
58.75,-88.75,0.533,0.474,1,0.205,0.980
58.75,-88.25,0.548,0.443,2,0.307,1.000
58.75,-80.25,0.437,0.469,3,0.157,0.654
58.75,-79.75,0.440,0.400,2,0.161,0.799
58.75,-79.25,0.478,0.459,2,0.209,0.787
58.75,-78.75,0.537,0.533,2,0.366,0.713
58.75,-78.25,0.584,0.595,2,0.323,0.823
58.75,-77.75,0.605,0.606,2,0.409,0.799
58.75,-77.25,0.562,0.547,2,0.378,0.776
58.75,-76.75,0.586,0.591,2,0.382,0.780
58.75,-76.25,0.577,0.565,2,0.378,0.799
58.75,-75.75,0.542,0.494,2,0.402,0.780
58.75,-75.25,0.563,0.531,3,0.303,0.886
58.75,-74.75,0.569,0.502,2,0.335,0.937
58.75,-74.25,0.534,0.443,2,0.283,0.965
58.75,-73.75,0.527,0.433,2,0.362,0.882
58.75,-73.25,0.471,0.402,2,0.354,0.724
58.75,-72.75,0.473,0.425,2,0.354,0.689
58.75,-72.25,0.546,0.537,2,0.394,0.717
58.75,-71.75,0.575,0.594,3,0.441,0.669
58.75,-71.25,0.541,0.579,3,0.350,0.657
58.75,-70.75,0.561,0.591,3,0.339,0.724
58.75,-70.25,0.586,0.612,3,0.354,0.764
58.75,-69.75,0.600,0.563,3,0.453,0.823
58.75,-69.25,0.624,0.573,3,0.488,0.862
58.75,-68.75,0.720,0.746,3,0.622,0.764
58.75,-68.25,0.732,0.740,3,0.650,0.799
58.75,-67.75,0.720,0.719,3,0.669,0.772
58.75,-67.25,0.696,0.677,3,0.610,0.819
58.75,-66.75,0.711,0.726,3,0.551,0.839
58.75,-66.25,0.696,0.722,3,0.535,0.803
58.75,-65.75,0.687,0.675,3,0.551,0.846
58.75,-65.25,0.695,0.685,3,0.583,0.827
58.75,-64.75,0.613,0.651,3,0.343,0.807
58.75,-64.25,0.607,0.640,3,0.362,0.787
58.75,-63.75,0.592,0.640,3,0.362,0.724
58.75,-63.25,0.575,0.549,3,0.480,0.720
58.75,-62.75,0.529,0.506,2,0.402,0.701
58.75,-62.25,0.544,0.492,2,0.409,0.783
58.75,-61.75,0.628,0.581,2,0.437,0.913
58.75,-61.25,0.659,0.640,3,0.488,0.870
58.75,-60.75,0.739,0.709,3,0.654,0.886
58.75,-60.25,0.812,0.815,3,0.709,0.909
58.75,-59.75,0.886,0.862,3,0.823,0.996
58.25,-90.25,0.368,0.386,1,0.161,0.539
58.25,-89.75,0.476,0.417,1,0.169,0.902
58.25,-89.25,0.522,0.457,1,0.181,0.992
58.25,-88.75,0.485,0.441,1,0.177,0.882
58.25,-88.25,0.520,0.435,1,0.209,1.000
58.25,-87.75,0.529,0.451,1,0.240,0.976
58.25,-87.25,0.561,0.522,1,0.201,1.000
58.25,-80.25,0.432,0.451,2,0.244,0.583
58.25,-79.75,0.510,0.451,2,0.264,0.874
58.25,-79.25,0.552,0.480,2,0.409,0.839
58.25,-78.75,0.533,0.480,2,0.370,0.803
58.25,-78.25,0.650,0.640,3,0.531,0.787
58.25,-77.75,0.597,0.596,2,0.346,0.850
58.25,-77.25,0.575,0.575,2,0.382,0.768
58.25,-76.75,0.557,0.537,2,0.346,0.807
58.25,-76.25,0.531,0.532,2,0.287,0.772
58.25,-75.75,0.542,0.481,2,0.323,0.886
58.25,-75.25,0.622,0.561,3,0.402,0.965
58.25,-74.75,0.568,0.476,2,0.319,1.000
58.25,-74.25,0.511,0.421,2,0.291,0.909
58.25,-73.75,0.542,0.510,2,0.346,0.803
58.25,-73.25,0.525,0.484,2,0.350,0.780
58.25,-72.75,0.548,0.533,2,0.335,0.791
58.25,-72.25,0.633,0.624,3,0.457,0.827
58.25,-71.75,0.638,0.668,3,0.421,0.795
58.25,-71.25,0.648,0.701,3,0.437,0.752
58.25,-70.75,0.616,0.665,3,0.429,0.705
58.25,-70.25,0.606,0.607,3,0.567,0.646
58.25,-69.75,0.554,0.526,3,0.484,0.681
58.25,-69.25,0.578,0.571,3,0.476,0.693
58.25,-68.75,0.603,0.591,3,0.563,0.669
58.25,-68.25,0.698,0.713,3,0.591,0.776
58.25,-67.75,0.669,0.659,3,0.543,0.815
58.25,-67.25,0.756,0.793,3,0.598,0.839
58.25,-66.75,0.729,0.768,3,0.575,0.807
58.25,-66.25,0.662,0.652,3,0.543,0.803
58.25,-65.75,0.645,0.634,3,0.528,0.783
58.25,-65.25,0.626,0.681,3,0.370,0.772
58.25,-64.75,0.632,0.732,3,0.295,0.768
58.25,-64.25,0.683,0.750,3,0.449,0.783
58.25,-63.75,0.643,0.652,3,0.461,0.807
58.25,-63.25,0.630,0.636,3,0.539,0.709
58.25,-62.75,0.657,0.632,3,0.575,0.791
58.25,-62.25,0.627,0.624,3,0.429,0.831
58.25,-61.75,0.625,0.606,3,0.567,0.720
58.25,-61.25,0.692,0.715,3,0.504,0.835
58.25,-60.75,0.734,0.768,3,0.520,0.882
58.25,-60.25,0.824,0.837,3,0.720,0.902
58.25,-59.75,0.916,0.904,3,0.858,1.000
57.75,-91.25,0.483,0.484,2,0.406,0.559
57.75,-90.75,0.393,0.380,2,0.311,0.500
57.75,-90.25,0.536,0.453,2,0.343,0.894
57.75,-89.75,0.594,0.526,2,0.374,0.949
57.75,-89.25,0.568,0.516,1,0.244,0.996
57.75,-88.75,0.579,0.569,1,0.177,1.000
57.75,-88.25,0.546,0.463,2,0.260,1.000
57.75,-87.75,0.534,0.427,2,0.283,1.000
57.75,-87.25,0.523,0.419,2,0.268,0.984
57.75,-86.75,0.537,0.441,2,0.268,1.000
57.75,-86.25,0.452,0.380,2,0.051,0.996
57.75,-80.25,0.506,0.476,2,0.457,0.614
57.75,-79.75,0.598,0.537,3,0.429,0.890
57.75,-79.25,0.566,0.474,2,0.449,0.866
57.75,-78.75,0.558,0.528,2,0.362,0.815
57.75,-78.25,0.569,0.545,2,0.350,0.835
57.75,-77.75,0.626,0.587,2,0.449,0.882
57.75,-77.25,0.744,0.797,3,0.488,0.894
57.75,-76.75,0.616,0.596,2,0.398,0.874
57.75,-76.25,0.540,0.494,2,0.370,0.803
57.75,-75.75,0.598,0.601,3,0.398,0.791
57.75,-75.25,0.631,0.665,3,0.374,0.819
57.75,-74.75,0.635,0.638,3,0.433,0.831
57.75,-74.25,0.594,0.591,2,0.433,0.764
57.75,-73.75,0.571,0.565,2,0.386,0.768
57.75,-73.25,0.619,0.557,2,0.437,0.925
57.75,-72.75,0.553,0.537,3,0.425,0.713
57.75,-72.25,0.600,0.596,3,0.398,0.811
57.75,-71.75,0.621,0.618,3,0.409,0.839
57.75,-71.25,0.665,0.632,3,0.602,0.795
57.75,-70.75,0.706,0.711,3,0.677,0.724
57.75,-70.25,0.661,0.683,3,0.559,0.720
57.75,-69.75,0.710,0.726,3,0.630,0.756
57.75,-69.25,0.666,0.701,3,0.528,0.736
57.75,-68.75,0.704,0.711,3,0.638,0.756
57.75,-68.25,0.711,0.724,3,0.563,0.831
57.75,-67.75,0.625,0.604,3,0.528,0.764
57.75,-67.25,0.667,0.683,3,0.547,0.756
57.75,-66.75,0.672,0.685,3,0.547,0.772
57.75,-66.25,0.628,0.632,3,0.575,0.673
57.75,-65.75,0.593,0.620,3,0.496,0.634
57.75,-65.25,0.658,0.681,3,0.492,0.780
57.75,-64.75,0.730,0.764,3,0.555,0.839
57.75,-64.25,0.726,0.724,3,0.689,0.768
57.75,-63.75,0.650,0.634,3,0.614,0.717
57.75,-63.25,0.677,0.717,3,0.535,0.740
57.75,-62.75,0.647,0.689,3,0.433,0.776
57.75,-62.25,0.693,0.697,3,0.539,0.839
57.75,-61.75,0.755,0.764,3,0.535,0.957
57.75,-61.25,0.717,0.704,3,0.575,0.886
57.75,-60.75,0.766,0.793,3,0.626,0.850
57.75,-60.25,0.802,0.837,3,0.626,0.909
57.75,-59.75,0.803,0.813,3,0.654,0.933
57.75,-59.25,0.897,0.892,4,0.815,0.988
57.25,-91.75,0.605,0.606,3,0.567,0.642
57.25,-91.25,0.604,0.624,3,0.469,0.701
57.25,-90.75,0.531,0.524,2,0.370,0.705
57.25,-90.25,0.560,0.508,2,0.280,0.945
57.25,-89.75,0.504,0.453,1,0.169,0.941
57.25,-89.25,0.536,0.472,1,0.220,0.980
57.25,-88.75,0.546,0.472,1,0.240,1.000
57.25,-88.25,0.527,0.411,2,0.283,1.000
57.25,-87.75,0.479,0.329,2,0.260,1.000
57.25,-87.25,0.523,0.411,2,0.268,1.000
57.25,-86.75,0.479,0.425,2,0.240,0.827
57.25,-86.25,0.488,0.400,2,0.283,0.870
57.25,-85.75,0.459,0.348,2,0.283,0.854
57.25,-85.25,0.402,0.315,2,0.130,0.850
57.25,-84.75,0.422,0.309,2,0.232,0.839
57.25,-84.25,0.359,0.283,2,0.110,0.760
57.25,-83.75,0.384,0.309,2,0.169,0.748
57.25,-79.75,0.568,0.543,2,0.311,0.874
57.25,-79.25,0.569,0.528,3,0.406,0.815
57.25,-78.75,0.588,0.530,2,0.433,0.858
57.25,-78.25,0.586,0.530,2,0.394,0.890
57.25,-77.75,0.640,0.606,2,0.437,0.909
57.25,-77.25,0.589,0.563,2,0.346,0.882
57.25,-76.75,0.655,0.665,2,0.433,0.858
57.25,-76.25,0.583,0.587,2,0.374,0.783
57.25,-75.75,0.568,0.583,3,0.350,0.756
57.25,-75.25,0.579,0.595,3,0.343,0.783
57.25,-74.75,0.537,0.563,3,0.303,0.720
57.25,-74.25,0.569,0.581,3,0.303,0.811
57.25,-73.75,0.594,0.547,2,0.362,0.921
57.25,-73.25,0.571,0.514,2,0.409,0.846
57.25,-72.75,0.569,0.559,3,0.469,0.689
57.25,-72.25,0.586,0.626,3,0.441,0.650
57.25,-71.75,0.616,0.626,3,0.500,0.713
57.25,-71.25,0.621,0.646,3,0.500,0.693
57.25,-70.75,0.620,0.634,3,0.512,0.701
57.25,-70.25,0.665,0.679,3,0.579,0.724
57.25,-69.75,0.652,0.642,3,0.583,0.740
57.25,-69.25,0.665,0.687,3,0.551,0.736
57.25,-68.75,0.696,0.675,3,0.638,0.795
57.25,-68.25,0.679,0.642,3,0.575,0.858
57.25,-67.75,0.601,0.592,3,0.480,0.740
